ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,Status,StartDate,EndDate,Finished,study_number,I agree to participate in a research study conducted by the Massachusetts Institute of Technology. I...,I understand that this survey will test my reading comprehension (really whether I'm reading at all)...,attention_1-1,attention_1-2,attention_1-3,y,epc_1949,epc_1953,epc_1957,epc_1961,epc_1965,epc_1969,epc_1973,epc_1977,epc_1981,epc_1985,epc_1989,epc_1993,epc_1997,epc_2001,epc_2005,epc_2009,epc_2013,epc_2017,epc_2021,epc_2025,epc_2029,epc_2033,epc_2037,epc_2041,epc_2045,ly,ly_1949,ly_1953,ly_1957,ly_1961,ly_1965,ly_1969,ly_1973,ly_1977,ly_1981,ly_1985,ly_1989,ly_1993,ly_1997,ly_2001,ly_2005,ly_2009,ly_2013,ly_2017,ly_2021,ly_2025,ly_2029,ly_2033,ly_2037,ly_2041,ly_2045,yl,yl_1949,yl_1953,yl_1957,yl_1961,yl_1965,yl_1969,yl_1973,yl_1977,yl_1981,yl_1985,yl_1989,yl_1993,yl_1997,yl_2001,yl_2005,yl_2009,yl_2013,yl_2017,yl_2021,yl_2025,yl_2029,yl_2033,yl_2037,yl_2041,yl_2045,econ_weight_pres-Year 1,econ_weight_pres-Year 2,econ_weight_pres-Year 3,econ_weight_pres-Year 4,econ_weight_future-Year 1,econ_weight_future-Year 2,econ_weight_future-Year 3,econ_weight_future-Year 4,attention_2-pink,attention_2-red,attention_2-green,attention_2-white,attention_2-yellow,attention_2-blue,Thanks again! Any comments? (optional),how_responsible-Year 1,how_responsible-Year 2,how_responsible-Year 3,how_responsible-Year 4,v_1949,v_1953,v_1957,v_1961,v_1965,v_1969,v_1973,v_1977,v_1981,v_1985,v_1989,v_1993,v_1997,v_2001,v_2005,v_2009,v_2013,v_2017,v_2021,v_2025,v_2029,v_2033,v_2037,v_2041,v_2045
R_bEEPWaEcOKr1Lfe,Default Response Set,Anonymous,,,0,6/4/2011 18:08,6/4/2011 18:13,1,1101,1,1,1,1,,1,4,3,3,3,3,3,3,4,3,3,4,4,4,3,4,4,3,3,4,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,20,20,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1NU3DojOpwaEwrG,Default Response Set,Anonymous,,,0,6/4/2011 18:32,6/4/2011 18:37,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,2,3,2,2,3,3,2,3,4,3,3,2,3,3,3,2,2,2,3,10,35,30,25,50,30,15,5,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4VppDuuL3erhYy0,Default Response Set,Anonymous,,,0,6/4/2011 18:44,6/4/2011 18:51,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,2,3,2,4,3,2,3,3,4,2,4,3,4,2,3,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4IWtUGvxkKDmLvm,Default Response Set,Anonymous,,,0,6/4/2011 19:00,6/4/2011 19:06,1,1101,1,1,1,1,,1,4,2,3,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,3,4,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,0,20,30,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bwsUJr7z8ncfgb2,Default Response Set,Anonymous,,,0,6/4/2011 19:10,6/4/2011 19:14,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,2,2,3,25,10,5,60,10,25,25,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_29Rs1K2KcfT2sAI,Default Response Set,Anonymous,,,0,6/4/2011 19:12,6/4/2011 19:17,1,1101,1,1,1,1,,1,3,2,2,3,3,3,2,3,2,3,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,25,30,0,0,35,65,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bIymzy5TWUDlQ0Y,Default Response Set,Anonymous,,,0,6/4/2011 19:12,6/4/2011 19:17,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,30,40,5,5,20,70,,,1,,1,,"For what it is worth, I looked for upward trends, and over an arbitrary level of income in order for it to be a ""good"" economy. ""Arbitrary"" only in that what seems like a lot of money to me is far different from the average person, and all these amounts would be too low to cover my own expenses.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_067NyasKI73kOm8,Default Response Set,Anonymous,,,0,6/4/2011 19:24,6/4/2011 19:27,1,1101,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,2,3,3,4,2,4,2,3,3,4,4,3,4,2,3,2,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,30,30,10,25,35,30,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9TC3mSFUsInyWt6,Default Response Set,Anonymous,,,0,6/4/2011 19:22,6/4/2011 19:31,1,1101,1,1,1,1,,1,3,1,2,4,2,4,3,4,3,3,3,2,3,3,4,4,3,3,4,1,3,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,30,30,30,10,30,30,30,,,1,,1,,Interesting survey!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9mA1nhCbS9RiakQ,Default Response Set,Anonymous,,,0,6/4/2011 19:27,6/4/2011 19:31,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,2,3,3,3,2,3,3,25,20,32,23,70,10,10,10,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eDsVvZoUGeFxMIA,Default Response Set,Anonymous,,,0,6/4/2011 19:22,6/4/2011 19:32,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,4,2,4,3,4,2,3,3,4,4,3,4,3,3,3,3,2,3,2,2,2,3,15,25,25,35,15,25,25,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b2cdI41ar8UxOAs,Default Response Set,Anonymous,,,0,6/4/2011 19:23,6/4/2011 19:34,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,15,15,35,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0UQRwmQmBTxP2Nm,Default Response Set,Anonymous,,,0,6/4/2011 19:50,6/4/2011 19:58,1,1101,1,1,1,1,,1,4,3,3,3,3,4,3,4,3,3,4,4,4,3,4,4,3,2,3,4,3,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,30,30,10,20,30,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bNKU5syTrdYJkTW,Default Response Set,Anonymous,,,0,6/4/2011 19:51,6/4/2011 19:59,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,2,4,3,4,2,4,3,2,4,3,4,4,4,4,3,1,3,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,18,26,24,32,20,30,40,10,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_aeExBiJlDxGDEMc,Default Response Set,Anonymous,,,0,6/4/2011 20:07,6/4/2011 20:12,1,1101,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,4,3,3,3,4,3,4,4,4,3,4,4,4,3,3,4,3,4,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,30,30,0,0,50,50,,,1,,1,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9H0mv5ZGpscFhys,Default Response Set,Anonymous,,,0,6/4/2011 20:04,6/4/2011 20:15,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,2,1,2,3,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6P7CkyAV3JoOdcE,Default Response Set,Anonymous,,,0,6/4/2011 20:07,6/4/2011 20:17,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,3,2,2,3,2,3,3,3,3,2,4,2,3,2,3,3,3,2,2,2,2,30,20,20,30,10,10,30,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_56zo5FdcAWf9ftG,Default Response Set,Anonymous,,,0,6/4/2011 20:18,6/4/2011 20:21,1,1101,1,1,1,1,,1,4,2,3,2,3,3,3,4,3,3,4,3,3,3,4,4,3,3,4,4,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,15,15,30,40,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1Xhl3IsuZOYf5D6,Default Response Set,Anonymous,,,0,6/4/2011 20:51,6/4/2011 20:59,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,2,3,3,3,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,22,28,28,22,40,15,15,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9HVjyNKr1WAQkqo,Default Response Set,Anonymous,,,0,6/4/2011 20:55,6/4/2011 21:03,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,3,2,2,1,2,2,1,1,1,1,2,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cNE4pw7K40PPIaw,Default Response Set,Anonymous,,,0,6/4/2011 21:15,6/4/2011 21:22,1,1101,1,1,1,1,,1,2,1,3,3,2,3,2,2,1,2,4,3,3,2,4,3,3,2,2,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,30,30,20,20,30,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_41MKYZWVMvobd7C,Default Response Set,Anonymous,,,0,6/4/2011 21:17,6/4/2011 21:24,1,1101,1,1,1,1,,1,4,2,3,3,2,3,3,4,2,3,3,4,2,3,4,4,3,2,4,3,4,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14,33,33,15,30,30,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9nMzDXQgFt0btpa,Default Response Set,Anonymous,,,0,6/4/2011 21:20,6/4/2011 21:25,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,3,4,4,3,4,3,3,4,4,4,3,3,3,4,2,3,4,4,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,30,50,10,10,20,60,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9ZAi45L2CAJZ6MQ,Default Response Set,Anonymous,,,0,6/4/2011 21:20,6/4/2011 21:27,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,3,3,2,3,3,4,3,4,4,4,4,4,3,2,4,4,3,3,2,2,4,25,25,25,25,10,20,35,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9u9auWbA2KHQkUA,Default Response Set,Anonymous,,,0,6/4/2011 21:43,6/4/2011 21:48,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,3,3,2,4,3,4,4,4,4,3,4,4,3,2,3,3,3,2,1,2,2,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cvCpe0Iz6Zl9Rre,Default Response Set,Anonymous,,,0,6/4/2011 22:04,6/4/2011 22:08,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,4,3,3,3,4,4,3,3,3,3,3,4,4,3,3,4,3,4,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0vnVQ8twwV1fIMc,Default Response Set,Anonymous,,,0,6/4/2011 22:03,6/4/2011 22:11,1,1101,1,1,1,1,,1,3,1,2,1,2,3,1,2,2,2,4,3,3,2,4,3,4,1,4,2,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,14,23,30,33,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6xITaUAktNupUIk,Default Response Set,Anonymous,,,0,6/4/2011 22:16,6/4/2011 22:25,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,2,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,20,30,40,30,20,10,,,1,,1,,There were an awful lot of economies to look at. I wish I had been warned there were so many.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9HXk2xg0hF5afXK,Default Response Set,Anonymous,,,0,6/4/2011 22:23,6/4/2011 22:32,1,1101,1,1,1,1,,1,3,2,3,3,1,2,2,4,3,3,3,1,3,3,2,3,3,2,4,3,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25,25,40,5,15,35,45,,,,,,1,"I think the president has gone a considerable good job considering the mess were in to begin with. I think we are long ways away from being back to ""normal"" but it's slowly getting better and people are slowly adjusting in my opinion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3eXT58KXNDzDJSQ,Default Response Set,Anonymous,,,0,6/4/2011 22:26,6/4/2011 22:35,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,2,4,2,2,3,2,3,3,4,2,4,4,3,3,2,3,3,4,2,3,3,3,12,18,25,45,50,25,18,7,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9sNxGpZuU7NCIBK,Default Response Set,Anonymous,,,0,6/4/2011 22:32,6/4/2011 22:43,1,1101,1,1,1,1,,1,3,2,3,3,3,3,2,3,3,3,3,3,3,2,4,3,3,2,4,3,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,15,20,30,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eFZphYISqpTs1k8,Default Response Set,Anonymous,,,0,6/4/2011 22:44,6/4/2011 22:54,1,1101,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,4,3,3,3,3,2,2,2,3,3,3,4,3,3,3,4,3,2,2,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,10,40,30,10,10,50,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6tkJolZkmi1njAU,Default Response Set,Anonymous,,,0,6/4/2011 22:42,6/4/2011 23:01,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,3,3,4,4,4,3,3,3,4,25,25,25,25,50,20,20,10,,,1,,1,,"Since my income has plummeted ever since Bush seized power, and I am now making 1/4 the amount I was making when Clinton was president, in my opinion, anytime income goes up steadily - even in small amounts - the economy is good. If it goes down at all, the economy may be fair; however, none of the examples you showed amounted to ""bad"" by any stretch of the imagination according to my experience. With politics as they are and the Republican party and corporate powers attempting to destroy our economy and overthrow the government, I don't think any year in any presidents term of office is predictive of anything. The sabotage is too fierce and unrelenting. Any progress that is made will be immediately destroyed. President Obama has almost no chance of improving the economy or anything else, and when his time is up everything he does manage to do will be destroyed. Just as the economy was in excellent shape and we had a surplus when Clinton left office, then Bush et al trashed everything Clinton had done and threw all our money away, the same thing will happen with president Obama unless we can get the damn Republicans and corporations under control. Nobody could have looked at the economy when Clinton left office and predicted we would be in the sorry state we are in today because nobody expected sabotage. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_556ldcNrfvjy1X6,Default Response Set,Anonymous,,,0,6/4/2011 22:56,6/4/2011 23:05,1,1101,1,1,1,1,,1,3,1,2,4,2,4,4,4,1,2,4,2,4,4,4,4,4,4,2,1,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,35,50,25,25,25,25,,,1,,1,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_dpvXxmENtTzo9GQ,Default Response Set,Anonymous,,,0,6/4/2011 23:07,6/4/2011 23:15,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,3,1,3,1,2,2,2,3,2,2,2,3,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eljfqU5xago2v3K,Default Response Set,Anonymous,,,0,6/4/2011 23:20,6/4/2011 23:25,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,4,2,4,3,4,1,3,2,3,3,4,4,4,2,4,3,2,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,25,60,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3xvL3g16lwnU0N6,Default Response Set,Anonymous,,,0,6/4/2011 23:18,6/4/2011 23:26,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,2,3,2,3,2,3,3,3,3,3,4,3,3,2,3,3,2,1,1,1,2,23,22,25,30,22,24,26,28,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4MJRKLTATYgqzo8,Default Response Set,Anonymous,,,0,6/4/2011 23:33,6/4/2011 23:40,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,2,3,2,2,3,2,3,3,3,3,3,4,3,3,2,3,3,3,3,1,2,3,20,25,25,30,15,20,30,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5pzL0uqKazeRlOc,Default Response Set,Anonymous,,,0,6/4/2011 23:34,6/4/2011 23:40,1,1101,1,1,1,1,,1,3,3,3,2,3,4,2,3,3,4,4,3,3,3,4,3,3,2,4,3,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_2blLj6dcp3ryuR6,Default Response Set,Anonymous,,,0,6/4/2011 23:47,6/4/2011 23:54,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,3,3,3,2,4,3,4,3,4,3,3,4,3,3,2,4,3,3,3,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,30,40,30,20,20,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bJJIyxsf7SCXcLW,Default Response Set,Anonymous,,,0,6/4/2011 23:59,6/5/2011 0:04,1,1101,1,1,1,1,,1,2,1,2,1,3,2,2,2,2,2,3,2,2,2,3,2,3,1,3,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5arDCMVRLEgUCvW,Default Response Set,Anonymous,,,0,6/5/2011 0:09,6/5/2011 0:13,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,2,3,3,4,2,3,3,3,3,3,4,3,3,2,3,3,3,2,2,2,3,20,20,20,40,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_eWCkse8APY3tkkA,Default Response Set,Anonymous,,,0,6/5/2011 0:33,6/5/2011 0:39,1,1101,1,1,1,1,,1,4,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5jUE54uIEyCQ3dy,Default Response Set,Anonymous,,,0,6/5/2011 0:40,6/5/2011 0:46,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,3,3,3,4,3,4,3,4,3,3,4,3,4,2,4,3,3,2,1,2,3,25,25,25,25,15,35,40,10,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6hhPjrv4mPxzr5q,Default Response Set,Anonymous,,,0,6/5/2011 0:47,6/5/2011 0:54,1,1101,1,1,1,1,,1,3,2,3,3,4,3,2,4,3,3,4,3,3,3,4,3,4,2,3,3,2,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_9Fc762ysBpq2JCY,Default Response Set,Anonymous,,,0,6/5/2011 0:50,6/5/2011 1:04,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,3,4,3,4,2,3,2,4,3,2,4,2,4,2,3,3,2,2,1,1,3,20,20,20,40,10,20,30,40,,,1,,1,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7U4vyEdZZxAkQrW,Default Response Set,Anonymous,,,0,6/5/2011 1:00,6/5/2011 1:09,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,3,3,3,4,2,3,3,2,3,3,4,3,3,3,3,2,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,33,20,20,27,30,30,15,25,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5vSHiKoMQhCp9xW,Default Response Set,Anonymous,,,0,6/5/2011 1:05,6/5/2011 1:11,1,1101,1,1,1,1,,1,3,1,2,3,3,3,3,3,2,3,2,3,3,3,4,4,3,3,3,1,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,30,45,15,20,20,45,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_7PWD71ZLGJBVZsM,Default Response Set,Anonymous,,,0,6/5/2011 0:57,6/5/2011 1:12,1,1101,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,4,2,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,1,1,1,15,20,28,37,20,30,15,35,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_38blm9GVhn7iiEs,Default Response Set,Anonymous,,,0,6/5/2011 1:17,6/5/2011 1:30,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,3,2,3,3,4,3,3,4,4,3,3,4,4,4,2,3,4,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,35,15,15,35,15,20,35,30,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cw1o9ngsB7vTlEU,Default Response Set,Anonymous,,,0,6/5/2011 1:41,6/5/2011 1:45,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,2,3,3,4,3,3,3,4,4,4,3,4,3,4,2,4,3,3,3,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,25,25,12.5,12.5,25,50,,,1,,1,,Good luck!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_23G6CATWksY2qdm,Default Response Set,Anonymous,,,0,6/5/2011 1:50,6/5/2011 1:59,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,1,2,3,2,4,3,4,4,4,3,3,4,4,3,1,4,4,4,3,2,3,3,25,15,10,50,25,25,25,25,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3rCwkaIKBU3AlSs,Default Response Set,Anonymous,,,0,6/5/2011 2:48,6/5/2011 2:55,1,1101,1,1,1,1,,1,2,2,2,2,1,3,2,3,2,2,3,2,2,2,3,2,2,2,3,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,30,40,10,40,40,10,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_bJieLhQgqiRdT3m,Default Response Set,Anonymous,,,0,6/5/2011 3:12,6/5/2011 4:03,1,1101,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,4,4,1,1,2,3,3,3,4,3,1,4,1,2,1,3,3,3,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,35,20,25,25,25,25,,,1,,1,,Thank you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
